query	config	error	httprequests	firstresult	lastresult	termination	diefficiency	restarts
interactive discover 6.1	timeout 10000 void	false	51	6.59	6.59	7.02	3.295	0
interactive discover 6.1	timeout 10000	false	51	1.363	1.363	2.039	0.681	0
interactive discover 6.1	timeout 2000 void simple	false	51	0.994	0.994	2.064	0.497	0
interactive discover 6.1	timeout 2000 void	false	51	1.416	1.416	2.28	0.708	0
interactive discover 6.1	timeout 2000	false	51	1.621	1.621	2.082	0.81	0
interactive discover 6.1	timeout 20000 void simple	false	51	1.741	1.741	2.129	0.871	0
interactive discover 6.1	timeout 20000 void	false	51	1.067	1.067	2.016	0.533	0
interactive discover 6.1	timeout 20000	false	51	1.536	1.536	1.976	0.768	0
interactive discover 6.1	timeout 5000 void simple	false	51	1.727	1.727	2.218	0.864	0
interactive discover 6.1	timeout 5000 void	false	51	1.449	1.449	2.173	0.725	0
interactive discover 6.1	timeout 5000	false	51	1.35	1.35	1.966	0.675	0
interactive discover 6.2	baseline	false	44	0.67	0.67	0.822	0.335	0
interactive discover 6.2	cardinality once void simple	false	44	0.522	0.522	0.522	0.261	0
interactive discover 6.2	cardinality once void	false	44	0.6	0.6	0.657	0.3	0
interactive discover 6.2	cardinality once	false	44	0.531	0.531	0.534	0.266	0
interactive discover 6.2	cardinality unlimited void simple	false	44	0.408	0.408	0.583	0.204	0
interactive discover 6.2	cardinality unlimited void	false	44	0.627	0.627	0.628	0.314	0
interactive discover 6.2	cardinality unlimited	false	44	0.763	0.763	0.763	0.382	0
interactive discover 6.2	overhead simple	true	44			1.09		0
interactive discover 6.2	overhead	false	44	0.263	0.263	0.994	0.132	0
interactive discover 6.2	timeout 100 void simple	false	44	0.587	0.587	0.688	0.293	0
interactive discover 6.2	timeout 100 void	false	44	0.386	0.386	0.519	0.193	0
interactive discover 6.2	timeout 100	false	44	0.348	0.348	0.747	0.174	0
interactive discover 6.2	timeout 1000 void simple	false	44	0.681	0.681	0.954	0.341	0
interactive discover 6.2	timeout 1000 void	false	44	0.56	0.56	1.044	0.28	0
interactive discover 6.2	timeout 1000	false	44	0.726	0.726	0.934	0.363	0
interactive discover 6.2	timeout 10000 void simple	false	44	0.694	0.694	1.001	0.347	0
interactive discover 6.2	timeout 10000 void	true	44			4.507		0
interactive discover 6.2	timeout 10000	false	44	0.72	0.72	0.879	0.36	0
interactive discover 6.2	timeout 2000 void simple	false	44	0.78	0.78	0.999	0.39	0
interactive discover 6.2	timeout 2000 void	false	44	0.455	0.455	0.926	0.228	0
interactive discover 6.2	timeout 2000	false	44	0.67	0.67	0.929	0.335	0
interactive discover 6.2	timeout 20000 void simple	false	44	0.627	0.627	0.959	0.314	0
interactive discover 6.2	timeout 20000 void	false	44	0.708	0.708	0.896	0.354	0
interactive discover 6.2	timeout 20000	false	44	0.54	0.54	0.811	0.27	0
interactive discover 6.2	timeout 5000 void simple	false	44	0.637	0.637	0.955	0.319	0
interactive discover 6.2	timeout 5000 void	false	44	0.691	0.691	1.012	0.345	0
interactive discover 6.2	timeout 5000	true	44			0.902		0
interactive discover 6.3	baseline	true	0			0		0
interactive discover 6.3	cardinality once void simple	true	0			0		0
interactive discover 6.3	cardinality once void	true	0			0		0
interactive discover 6.3	cardinality once	true	0			0		0
interactive discover 6.3	cardinality unlimited void simple	true	0			0		0
interactive discover 6.3	cardinality unlimited void	true	0			0		0
interactive discover 6.3	cardinality unlimited	true	0			0		0
interactive discover 6.3	overhead simple	true	0			0		0
interactive discover 6.3	overhead	true	0			0		0
interactive discover 6.3	timeout 100 void simple	true	0			0		0
interactive discover 6.3	timeout 100 void	true	0			0		0
interactive discover 6.3	timeout 100	true	0			0		0
interactive discover 6.3	timeout 1000 void simple	true	0			0		0
interactive discover 6.3	timeout 1000 void	true	0			0		0
interactive discover 6.3	timeout 1000	true	0			0		0
interactive discover 6.3	timeout 10000 void simple	true	0			0		0
interactive discover 6.3	timeout 10000 void	true	0			0		0
interactive discover 6.3	timeout 10000	true	0			0		0
interactive discover 6.3	timeout 2000 void simple	true	0			0		0
interactive discover 6.3	timeout 2000 void	true	0			0		0
interactive discover 6.3	timeout 2000	true	0			0		0
interactive discover 6.3	timeout 20000 void simple	true	0			0		0
interactive discover 6.3	timeout 20000 void	true	0			0		0
interactive discover 6.3	timeout 20000	true	0			0		0
interactive discover 6.3	timeout 5000 void simple	true	295			5.527		0
interactive discover 6.3	timeout 5000 void	true	0			0		0
interactive discover 6.3	timeout 5000	true	0			0		0
interactive discover 6.4	baseline	false	46	2.222	8.117	8.119	69.987	0
interactive discover 6.4	cardinality once void simple	false	46	4.273	6.653	6.668	34.707	0
interactive discover 6.4	cardinality once void	false	46	4.574	7.049	7.071	35.746	0
interactive discover 6.4	cardinality once	false	46	4.844	7.289	7.297	35.631	0
interactive discover 6.4	cardinality unlimited void simple	false	46	4.858	4.961	5.027	3.347	0
interactive discover 6.4	cardinality unlimited void	false	46	4.915	5.035	5.078	3.551	0
interactive discover 6.4	cardinality unlimited	false	46	4.851	4.995	5.021	3.857	0
interactive discover 6.4	overhead simple	false	46	2.395	7.918	8.081	70.047	0
interactive discover 6.4	overhead	false	46	2.421	8.656	8.66	74.881	0
interactive discover 6.4	timeout 100 void simple	false	46	1.983	5.535	5.537	50.964	0
interactive discover 6.4	timeout 100 void	false	46	2.243	6.935	6.936	65.36	0
interactive discover 6.4	timeout 100	false	46	2.005	5.424	5.425	47.963	0
interactive discover 6.4	timeout 1000 void simple	false	46	8.383	8.552	8.606	5.456	0
interactive discover 6.4	timeout 1000 void	false	46	8.812	8.999	9.021	6.052	0
interactive discover 6.4	timeout 1000	false	46	8.674	8.86	8.888	5.956	0
interactive discover 6.4	timeout 10000 void simple	false	46	2.467	7.752	8.074	71.152	0
interactive discover 6.4	timeout 10000 void	false	46	2.375	8.572	8.574	70.604	0
interactive discover 6.4	timeout 10000	false	46	2.446	8.215	8.371	72.03	0
interactive discover 6.4	timeout 2000 void simple	false	46	8.925	9.083	9.105	6.063	0
interactive discover 6.4	timeout 2000 void	false	46	6.379	9.229	9.25	8.623	0
interactive discover 6.4	timeout 2000	false	46	6.314	8.865	8.908	8.0	0
interactive discover 6.4	timeout 20000 void simple	false	46	1.739	7.324	7.434	73.482	0
interactive discover 6.4	timeout 20000 void	false	46	2.095	7.754	8.161	68.373	0
interactive discover 6.4	timeout 20000	false	46	2.247	8.044	8.057	67.2	0
interactive discover 6.4	timeout 5000 void simple	false	46	1.342	11.744	11.812	160.669	0
interactive discover 6.4	timeout 5000 void	false	46	1.61	11.805	11.843	136.924	0
interactive discover 6.4	timeout 5000	false	46	2.381	11.285	11.34	96.436	0
interactive discover 7.0	baseline	true	0			0		0
interactive discover 7.0	cardinality once void simple	true	0			0		0
interactive discover 7.0	cardinality once void	true	0			0		0
interactive discover 7.0	cardinality once	true	0			0		0
interactive discover 7.0	cardinality unlimited void simple	true	0			0		0
interactive discover 7.0	cardinality unlimited void	true	0			0		0
interactive discover 7.0	cardinality unlimited	true	0			0		0
interactive discover 7.0	overhead simple	true	0			0		0
interactive discover 7.0	overhead	true	0			0		0
interactive discover 7.0	timeout 100 void simple	true	0			0		0
interactive discover 7.0	timeout 100 void	true	0			0		0
interactive discover 7.0	timeout 100	true	0			0		0
interactive discover 7.0	timeout 1000 void simple	true	0			0		0
interactive discover 7.0	timeout 1000 void	true	0			0		0
interactive discover 7.0	timeout 1000	true	0			0		0
interactive discover 7.0	timeout 10000 void simple	true	0			0		0
interactive discover 7.0	timeout 10000 void	true	0			0		0
interactive discover 7.0	timeout 10000	true	0			0		0
interactive discover 7.0	timeout 2000 void simple	true	0			0		0
interactive discover 7.0	timeout 2000 void	true	0			0		0
interactive discover 7.0	timeout 2000	true	0			0		0
interactive discover 7.0	timeout 20000 void simple	true	0			0		0
interactive discover 7.0	timeout 20000 void	true	0			0		0
interactive discover 7.0	timeout 20000	true	0			0		0
interactive discover 7.0	timeout 5000 void simple	true	0			0		0
interactive discover 7.0	timeout 5000 void	true	0			0		0
interactive discover 7.0	timeout 5000	true	0			0		0
interactive discover 7.1	baseline	false	51	1.469	1.469	2.129	0.735	0
interactive discover 7.1	cardinality once void simple	false	51	0.789	0.789	0.866	0.395	0
interactive discover 7.1	cardinality once void	false	51	0.958	0.958	0.962	0.479	0
interactive discover 7.1	cardinality once	false	51	0.964	0.964	0.966	0.482	0
interactive discover 7.1	cardinality unlimited void simple	false	51	0.938	0.938	1.188	0.469	0
interactive discover 7.1	cardinality unlimited void	true	51			1.019		0
interactive discover 7.1	cardinality unlimited	false	51	0.735	0.735	1.044	0.367	0
interactive discover 7.1	overhead simple	false	51	1.668	1.668	2.252	0.834	0
interactive discover 7.1	overhead	false	51	1.031	1.031	2.346	0.515	0
interactive discover 7.1	timeout 100 void simple	false	51	0.87	0.87	1.404	0.435	0
interactive discover 7.1	timeout 100 void	false	51	1.801	1.801	1.885	0.9	0
interactive discover 7.1	timeout 100	false	51	1.529	1.529	1.859	0.764	0
interactive discover 7.1	timeout 1000 void simple	false	51	0.732	0.732	1.411	0.366	0
interactive discover 7.1	timeout 1000 void	false	51	1.189	1.189	1.676	0.595	0
interactive discover 7.1	timeout 1000	true	51			1.405		0
interactive discover 7.1	timeout 10000 void simple	false	51	1.031	1.031	2.286	0.515	0
interactive discover 7.1	timeout 10000 void	false	51	1.145	1.145	2.386	0.573	0
interactive discover 7.1	timeout 10000	false	51	1.268	1.268	2.332	0.634	0
interactive discover 7.1	timeout 2000 void simple	false	51	1.961	1.961	2.167	0.981	0
interactive discover 7.1	timeout 2000 void	true	51			2.147		0
interactive discover 7.1	timeout 2000	false	51	1.617	1.617	2.127	0.808	0
interactive discover 7.1	timeout 20000 void simple	false	51	1.904	1.904	2.348	0.952	0
interactive discover 7.1	timeout 20000 void	false	51	1.949	1.949	2.368	0.975	0
interactive discover 7.1	timeout 20000	false	51	1.599	1.599	2.337	0.799	0
interactive discover 7.1	timeout 5000 void simple	false	51	1.75	1.75	2.324	0.875	0
interactive discover 7.1	timeout 5000 void	false	51	1.768	1.768	2.304	0.884	0
interactive discover 7.1	timeout 5000	false	51	0.913	0.913	2.223	0.457	0
interactive discover 7.2	baseline	false	44	0.462	0.462	0.813	0.231	0
interactive discover 7.2	cardinality once void simple	false	44	0.299	0.299	0.52	0.149	0
interactive discover 7.2	cardinality once void	false	44	0.425	0.425	0.635	0.212	0
interactive discover 7.2	cardinality once	false	44	0.22	0.22	0.558	0.11	0
interactive discover 7.2	cardinality unlimited void simple	false	44	0.282	0.282	0.632	0.141	0
interactive discover 7.2	cardinality unlimited void	false	44	0.259	0.259	0.675	0.13	0
interactive discover 7.2	cardinality unlimited	false	44	0.718	0.718	0.954	0.359	0
interactive discover 7.2	overhead simple	false	44	0.195	0.195	0.928	0.098	0
interactive discover 7.2	overhead	false	44	0.218	0.218	0.974	0.109	0
interactive discover 7.2	timeout 100 void simple	false	44	0.176	0.176	1.036	0.088	0
interactive discover 7.2	timeout 100 void	false	44	0.375	0.375	0.642	0.188	0
interactive discover 7.2	timeout 100	false	44	0.334	0.334	0.879	0.167	0
interactive discover 7.2	timeout 1000 void simple	false	44	0.54	0.54	1.129	0.27	0
interactive discover 7.2	timeout 1000 void	false	44	0.253	0.253	1.068	0.127	0
interactive discover 7.2	timeout 1000	false	44	0.751	0.751	1.314	0.376	0
interactive discover 7.2	timeout 10000 void simple	false	44	0.259	0.259	1.107	0.13	0
interactive discover 7.2	timeout 10000 void	false	44	0.334	0.334	1.191	0.167	0
interactive discover 7.2	timeout 10000	false	44	0.315	0.315	0.94	0.158	0
interactive discover 7.2	timeout 2000 void simple	false	44	0.391	0.391	1.133	0.196	0
interactive discover 7.2	timeout 2000 void	false	44	0.242	0.242	1.064	0.121	0
interactive discover 7.2	timeout 2000	false	44	0.288	0.288	1.041	0.144	0
interactive discover 7.2	timeout 20000 void simple	false	44	0.239	0.239	1.027	0.119	0
interactive discover 7.2	timeout 20000 void	false	44	0.6	0.6	1.055	0.3	0
interactive discover 7.2	timeout 20000	false	44	0.442	0.442	1.057	0.221	0
interactive discover 7.2	timeout 5000 void simple	false	44	0.241	0.241	1.101	0.12	0
interactive discover 7.2	timeout 5000 void	false	44	0.319	0.319	1.094	0.16	0
interactive discover 7.2	timeout 5000	true	44			0.888		0
interactive discover 7.3	baseline	true	0			0		0
interactive discover 7.3	cardinality once void simple	true	0			0		0
interactive discover 7.3	cardinality once void	true	0			0		0
interactive discover 7.3	cardinality once	true	0			0		0
interactive discover 7.3	cardinality unlimited void simple	true	0			0		0
interactive discover 7.3	cardinality unlimited void	true	0			0		0
interactive discover 7.3	cardinality unlimited	true	0			0		0
interactive discover 7.3	overhead simple	true	0			0		0
interactive discover 7.3	overhead	true	0			0		0
interactive discover 7.3	timeout 100 void simple	true	0			0		0
interactive discover 7.3	timeout 100 void	true	0			0		0
interactive discover 7.3	timeout 100	true	0			0		0
interactive discover 7.3	timeout 1000 void simple	true	0			0		0
interactive discover 7.3	timeout 1000 void	true	0			0		0
interactive discover 7.3	timeout 1000	true	0			0		0
interactive discover 7.3	timeout 10000 void simple	true	0			0		0
interactive discover 7.3	timeout 10000 void	true	0			0		0
interactive discover 7.3	timeout 10000	true	0			0		0
interactive discover 7.3	timeout 2000 void simple	true	0			0		0
interactive discover 7.3	timeout 2000 void	true	0			0		0
interactive discover 7.3	timeout 2000	true	0			0		0
interactive discover 7.3	timeout 20000 void simple	true	0			0		0
interactive discover 7.3	timeout 20000 void	true	0			0		0
interactive discover 7.3	timeout 20000	true	0			0		0
interactive discover 7.3	timeout 5000 void simple	true	0			0		0
interactive discover 7.3	timeout 5000 void	true	0			0		0
interactive discover 7.3	timeout 5000	true	0			0		0
interactive discover 7.4	baseline	false	46	2.47	2.47	11.898	1.235	0
interactive discover 7.4	cardinality once void simple	false	46	3.267	3.267	7.979	1.633	0
interactive discover 7.4	cardinality once void	false	46	4.506	4.506	7.029	2.253	0
interactive discover 7.4	cardinality once	false	46	3.514	3.514	8.667	1.757	0
interactive discover 7.4	cardinality unlimited void simple	true	46			3.386		0
interactive discover 7.4	cardinality unlimited void	false	46	4.004	4.004	4.895	2.002	0
interactive discover 7.4	cardinality unlimited	false	46	3.587	3.587	4.619	1.794	0
interactive discover 7.4	overhead simple	false	46	3.168	3.168	12.669	1.584	0
interactive discover 7.4	overhead	false	46	3.099	3.099	13.251	1.55	0
interactive discover 7.4	timeout 100 void simple	false	46	2.734	2.734	9.799	1.367	0
interactive discover 7.4	timeout 100 void	false	46	2.803	2.803	9.993	1.401	0
interactive discover 7.4	timeout 100	false	46	2.83	2.83	10.097	1.415	0
interactive discover 7.4	timeout 1000 void simple	false	46	4.573	4.573	4.855	2.287	0
interactive discover 7.4	timeout 1000 void	false	46	4.713	4.713	5.038	2.357	0
interactive discover 7.4	timeout 1000	false	46	4.544	4.544	4.833	2.272	0
interactive discover 7.4	timeout 10000 void simple	false	46	2.906	2.906	13.039	1.453	0
interactive discover 7.4	timeout 10000 void	false	46	3.2	3.2	12.278	1.6	0
interactive discover 7.4	timeout 10000	false	46	3.329	3.329	13.203	1.665	0
interactive discover 7.4	timeout 2000 void simple	false	46	4.234	4.234	5.63	2.117	0
interactive discover 7.4	timeout 2000 void	false	46	5.365	5.365	5.68	2.683	0
interactive discover 7.4	timeout 2000	false	46	3.943	3.943	5.194	1.972	0
interactive discover 7.4	timeout 20000 void simple	false	46	2.786	2.786	12.752	1.393	0
interactive discover 7.4	timeout 20000 void	false	46	2.496	2.496	12.255	1.248	0
interactive discover 7.4	timeout 20000	false	46	2.307	2.307	11.906	1.153	0
interactive discover 7.4	timeout 5000 void simple	false	46	2.675	2.675	8.101	1.337	0
interactive discover 7.4	timeout 5000 void	false	46	2.697	2.697	7.965	1.349	0
interactive discover 7.4	timeout 5000	false	46	2.789	2.789	7.783	1.395	0
interactive discover 8.0	baseline	false	380	7.819	14.799	15.272	40.105	0
interactive discover 8.0	cardinality once void simple	false	790	30.203	76.213	78.806	328.092	0
interactive discover 8.0	cardinality once void	false	760	13.038	34.747	35.654	154.92	0
interactive discover 8.0	cardinality once	false	627	15.554	22.832	23.696	50.623	0
interactive discover 8.0	cardinality unlimited void simple	false	809	32.123	83.433	85.925	361.887	0
interactive discover 8.0	cardinality unlimited void	false	686	18.236	40.477	41.549	161.23	0
interactive discover 8.0	cardinality unlimited	false	439	8.895	20.482	21.025	51.554	0
interactive discover 8.0	overhead simple	true	0			0		0
interactive discover 8.0	overhead	false	232	4.387	10.995	11.521	35.799	0
interactive discover 8.0	timeout 100 void simple	false	918	29.513	82.663	85.168	390.657	0
interactive discover 8.0	timeout 100 void	false	538	14.366	34.453	35.618	148.32	0
interactive discover 8.0	timeout 100	false	315	12.269	17.894	18.408	38.185	0
interactive discover 8.0	timeout 1000 void simple	false	1054	37.796	82.302	84.867	328.466	0
interactive discover 8.0	timeout 1000 void	false	896	18.392	37.708	38.758	140.182	0
interactive discover 8.0	timeout 1000	false	589	18.765	24.465	25.028	40.2	0
interactive discover 8.0	timeout 10000 void simple	false	1017	45.801	77.609	79.361	249.465	0
interactive discover 8.0	timeout 10000 void	false	832	3.793	14.95	15.325	86.808	0
interactive discover 8.0	timeout 10000	false	983	4.069	16.143	16.558	75.481	0
interactive discover 8.0	timeout 2000 void simple	false	920	41.351	91.427	93.852	369.256	0
interactive discover 8.0	timeout 2000 void	false	1074	22.067	41.675	42.621	143.632	0
interactive discover 8.0	timeout 2000	false	749	21.645	29.717	30.247	62.692	0
interactive discover 8.0	timeout 20000 void simple	true	0			0		0
interactive discover 8.0	timeout 20000 void	false	364	10.088	33.884	34.541	169.91	0
interactive discover 8.0	timeout 20000	false	338	6.172	11.39	11.855	32.614	0
interactive discover 8.0	timeout 5000 void simple	false	1233	48.734	99.318	101.845	385.49	0
interactive discover 8.0	timeout 5000 void	false	1218	13.837	37.629	38.35	127.571	0
interactive discover 8.0	timeout 5000	false	1003	4.819	25.382	25.76	81.502	0
interactive discover 8.1	baseline	false	204	3.392	12.39	12.844	26.017	0
interactive discover 8.1	cardinality once void simple	false	1514	50.642	71.792	73.964	150.038	0
interactive discover 8.1	cardinality once void	false	1378	30.552	39.33	40.386	67.555	0
interactive discover 8.1	cardinality once	false	1284	27.102	34.413	34.563	58.108	0
interactive discover 8.1	cardinality unlimited void simple	false	1535	47.681	68.494	71.048	147.665	0
interactive discover 8.1	cardinality unlimited void	false	1403	23.592	32.686	33.587	59.987	0
interactive discover 8.1	cardinality unlimited	false	1753	29.428	35.557	35.965	52.212	0
interactive discover 8.1	overhead simple	true	0			0		0
interactive discover 8.1	overhead	false	413	2.006	21.776	22.67	54.092	0
interactive discover 8.1	timeout 100 void simple	true	0			0		0
interactive discover 8.1	timeout 100 void	false	1510	28.521	40.221	41.19	76.138	0
interactive discover 8.1	timeout 100	false	276	15.228	19.004	19.661	29.59	0
interactive discover 8.1	timeout 1000 void simple	false	1420	45.3	63.364	65.259	127.352	0
interactive discover 8.1	timeout 1000 void	false	1394	28.014	36.164	36.995	59.378	0
interactive discover 8.1	timeout 1000	false	1805	27.355	33.302	33.626	47.402	0
interactive discover 8.1	timeout 10000 void simple	false	1910	61.782	81.317	83.334	137.8	0
interactive discover 8.1	timeout 10000 void	false	1992	19.001	43.881	44.709	82.682	0
interactive discover 8.1	timeout 10000	false	1948	14.298	36.964	37.679	113.911	0
interactive discover 8.1	timeout 2000 void simple	false	1424	50.898	71.195	73.296	145.485	0
interactive discover 8.1	timeout 2000 void	false	1382	29.32	39.341	39.938	72.855	0
interactive discover 8.1	timeout 2000	false	1862	31.696	38.199	38.842	52.271	0
interactive discover 8.1	timeout 20000 void simple	false	881	31.623	113.462	115.568	212.549	0
interactive discover 8.1	timeout 20000 void	false	986	7.365	28.749	29.19	95.397	0
interactive discover 8.1	timeout 20000	false	404	2.517	17.392	17.82	46.657	0
interactive discover 8.1	timeout 5000 void simple	false	1669	54.23	71.638	73.64	125.547	0
interactive discover 8.1	timeout 5000 void	false	1473	31.243	38.771	39.726	59.942	0
interactive discover 8.1	timeout 5000	false	1606	22.629	34.917	36.204	69.087	0
interactive discover 8.2	baseline	false	1519	2.372	47.103	47.747	203.647	0
interactive discover 8.2	cardinality once void simple	true	0			0		0
interactive discover 8.2	cardinality once void	true	0			0		0
interactive discover 8.2	cardinality once	false	2031	30.412	36.137	36.629	47.692	0
interactive discover 8.2	cardinality unlimited void simple	true	0			0		0
interactive discover 8.2	cardinality unlimited void	true	0			0		0
interactive discover 8.2	cardinality unlimited	false	2268	32.684	39.812	40.301	56.292	0
interactive discover 8.2	overhead simple	true	0			0		0
interactive discover 8.2	overhead	true	0			0		0
interactive discover 8.2	timeout 100 void simple	true	0			0		0
interactive discover 8.2	timeout 100 void	true	0			0		0
interactive discover 8.2	timeout 100	true	0			0		0
interactive discover 8.2	timeout 1000 void simple	true	0			0		0
interactive discover 8.2	timeout 1000 void	true	0			0		0
interactive discover 8.2	timeout 1000	true	0			0		0
interactive discover 8.2	timeout 10000 void simple	true	0			0		0
interactive discover 8.2	timeout 10000 void	true	0			0		0
interactive discover 8.2	timeout 10000	false	2727	41.395	46.879	47.815	52.93	0
interactive discover 8.2	timeout 2000 void simple	true	0			0		0
interactive discover 8.2	timeout 2000 void	true	0			0		0
interactive discover 8.2	timeout 2000	true	0			0		0
interactive discover 8.2	timeout 20000 void simple	true	0			0		0
interactive discover 8.2	timeout 20000 void	true	0			0		0
interactive discover 8.2	timeout 20000	false	913	3.523	26.709	26.861	101.694	0
interactive discover 8.2	timeout 5000 void simple	true	0			0		0
interactive discover 8.2	timeout 5000 void	true	0			0		0
interactive discover 8.2	timeout 5000	false	2111	36.202	41.077	41.584	46.491	0
interactive discover 8.3	baseline	false	292	7.62	12.832	12.869	33.54	0
interactive discover 8.3	cardinality once void simple	false	698	16.763	86.582	90.713	389.806	0
interactive discover 8.3	cardinality once void	false	511	27.296	46.377	47.933	148.329	0
interactive discover 8.3	cardinality once	false	3329	40.543	49.37	50.391	66.085	0
interactive discover 8.3	cardinality unlimited void simple	true	0			0		0
interactive discover 8.3	cardinality unlimited void	false	734	24.469	42.642	43.905	141.764	0
interactive discover 8.3	cardinality unlimited	false	2955	39.294	49.122	49.799	81.939	0
interactive discover 8.3	overhead simple	true	0			0		0
interactive discover 8.3	overhead	false	309	17.304	24.429	25.128	50.358	0
interactive discover 8.3	timeout 100 void simple	false	362	36.591	78.304	82.588	303.653	0
interactive discover 8.3	timeout 100 void	false	326	18.302	30.985	32.156	91.109	0
interactive discover 8.3	timeout 100	false	495	14.912	21.886	22.645	44.508	0
interactive discover 8.3	timeout 1000 void simple	false	647	31.075	85.92	89.919	324.132	0
interactive discover 8.3	timeout 1000 void	false	428	23.476	41.224	42.193	136.828	0
interactive discover 8.3	timeout 1000	false	407	24.692	31.997	32.683	55.661	0
interactive discover 8.3	timeout 10000 void simple	false	354	54.893	94.77	98.543	303.051	0
interactive discover 8.3	timeout 10000 void	false	1457	48.369	61.582	62.761	112.975	0
interactive discover 8.3	timeout 10000	false	3853	50.514	60.132	61.054	86.391	0
interactive discover 8.3	timeout 2000 void simple	false	546	42.703	82.301	86.123	300.95	0
interactive discover 8.3	timeout 2000 void	false	761	28.117	47.683	49.195	154.296	0
interactive discover 8.3	timeout 2000	false	2725	32.456	42.734	43.674	79.075	0
interactive discover 8.3	timeout 20000 void simple	false	1268	68.983	106.57	110.207	298.428	0
interactive discover 8.3	timeout 20000 void	false	358	32.77	42.79	43.203	82.644	0
interactive discover 8.3	timeout 20000	false	2279	12.209	30.254	30.763	100.078	0
interactive discover 8.3	timeout 5000 void simple	false	546	48.072	91.93	95.956	329.421	0
interactive discover 8.3	timeout 5000 void	false	788	32.266	47.035	48.184	119.547	0
interactive discover 8.3	timeout 5000	false	3610	38.966	49.375	50.55	81.9	0
interactive discover 8.4	baseline	false	188	6.06	13.368	13.865	38.139	0
interactive discover 8.4	cardinality once void simple	true	0			0		0
interactive discover 8.4	cardinality once void	true	0			0		0
interactive discover 8.4	cardinality once	false	4235	53.766	65.18	66.068	102.765	0
interactive discover 8.4	cardinality unlimited void simple	true	0			0		0
interactive discover 8.4	cardinality unlimited void	true	0			0		0
interactive discover 8.4	cardinality unlimited	false	4560	60.634	69.737	70.713	82.68	0
interactive discover 8.4	overhead simple	true	0			0		0
interactive discover 8.4	overhead	true	0			0		0
interactive discover 8.4	timeout 100 void simple	true	0			0		0
interactive discover 8.4	timeout 100 void	true	0			0		0
interactive discover 8.4	timeout 100	false	565	10.425	22.514	22.927	54.17	0
interactive discover 8.4	timeout 1000 void simple	true	0			0		0
interactive discover 8.4	timeout 1000 void	true	0			0		0
interactive discover 8.4	timeout 1000	false	1925	29.633	38.486	38.877	62.808	0
interactive discover 8.4	timeout 10000 void simple	true	0			0		0
interactive discover 8.4	timeout 10000 void	true	0			0		0
interactive discover 8.4	timeout 10000	false	4880	64.954	74.113	74.655	86.073	0
interactive discover 8.4	timeout 2000 void simple	true	0			0		0
interactive discover 8.4	timeout 2000 void	false	2123	39.068	104.134	106.218	486.982	0
interactive discover 8.4	timeout 2000	false	5190	46.737	55.743	56.732	76.95	0
interactive discover 8.4	timeout 20000 void simple	true	0			0		0
interactive discover 8.4	timeout 20000 void	true	0			0		0
interactive discover 8.4	timeout 20000	false	3645	24.928	30.962	31.292	46.009	0
interactive discover 8.4	timeout 5000 void simple	true	0			0		0
interactive discover 8.4	timeout 5000 void	false	2659	42.804	110.72	113.069	508.475	0
interactive discover 8.4	timeout 5000	false	4360	55.187	66.177	67.014	87.563	0
interactive short 1.0	baseline	false	53	0.105	0.105	0.514	0.052	0
interactive short 1.0	cardinality once void simple	true	43			1.794		0
interactive short 1.0	cardinality once void	true	344			1.262		0
interactive short 1.0	cardinality once	false	2645	16.856	16.856	16.946	8.428	0
interactive short 1.0	cardinality unlimited void simple	true	10			1.501		0
interactive short 1.0	cardinality unlimited void	true	479			1.76		0
interactive short 1.0	cardinality unlimited	false	4890	16.352	16.352	21.544	8.176	0
interactive short 1.0	overhead simple	false	53	0.439	0.439	0.902	0.22	0
interactive short 1.0	overhead	false	53	0.331	0.331	0.89	0.166	0
interactive short 1.0	timeout 100 void simple	true	40			0.412		0
interactive short 1.0	timeout 100 void	true	267			0.334		0
interactive short 1.0	timeout 100	false	7	0.015	0.015	0.327	0.007	0
interactive short 1.0	timeout 1000 void simple	false	44	0.667	0.667	1.04	0.334	0
interactive short 1.0	timeout 1000 void	true	0			0		0
interactive short 1.0	timeout 1000	true	470			1.873		0
interactive short 1.0	timeout 10000 void simple	false	53	0.456	0.456	0.9	0.228	0
interactive short 1.0	timeout 10000 void	false	53	0.583	0.583	0.895	0.291	0
interactive short 1.0	timeout 10000	true	1904			10.171		0
interactive short 1.0	timeout 2000 void simple	false	53	0.607	0.607	1.069	0.303	0
interactive short 1.0	timeout 2000 void	true	0			0		0
interactive short 1.0	timeout 2000	true	1281			4.8		0
interactive short 1.0	timeout 20000 void simple	false	53	0.494	0.494	0.899	0.247	0
interactive short 1.0	timeout 20000 void	false	496	1.294	1.294	2.815	0.647	0
interactive short 1.0	timeout 20000	false	2604	6.414	6.414	7.428	3.207	0
interactive short 1.0	timeout 5000 void simple	false	53	0.503	0.503	1.042	0.252	0
interactive short 1.0	timeout 5000 void	false	979	1.264	1.264	6.413	0.632	0
interactive short 1.0	timeout 5000	true	1319			5.796		0
interactive short 1.1	baseline	false	52	0.041	0.041	0.434	0.021	0
interactive short 1.1	cardinality once void simple	false	15	0.033	0.033	1.775	0.017	0
interactive short 1.1	cardinality once void	true	457			1.174		0
interactive short 1.1	cardinality once	true	842			4.659		0
interactive short 1.1	cardinality unlimited void simple	true	57			0.895		0
interactive short 1.1	cardinality unlimited void	true	633			2.195		0
